0 107
1000 79
2000 53
3000 47
4000 48
5000 50
6000 45
7000 42
8000 53
9000 43
10000 40
11000 47
12000 42
13000 42
14000 41
15000 42
16000 43
17000 45
18000 43
19000 42
20000 43
21000 42
22000 51
23000 47
24000 47
25000 47
26000 46
27000 47
28000 47
29000 48
30000 46
31000 47
32000 47
33000 46
34000 46
35000 46
36000 47
37000 48
38000 47
39000 47
40000 48
41000 46
42000 46
43000 115
44000 46
45000 32
46000 31
47000 32
48000 37
49000 34
50000 32
51000 31
52000 34
53000 35
54000 31
55000 33
56000 35
57000 44
58000 34
59000 37
60000 41
61000 35
62000 33
63000 39
64000 33
65000 33
66000 31
67000 31
68000 32
69000 31
70000 32
71000 43
72000 30
73000 31
74000 30
75000 38
76000 32
77000 31
78000 32
79000 36
80000 34
81000 32
82000 32
83000 37
84000 32
85000 32
86000 32
87000 32
88000 32
89000 42
90000 44
91000 44
92000 48
93000 46
94000 47
95000 47
96000 48
97000 47
98000 47
99000 46
100000 47
101000 47
102000 47
103000 49
104000 47
105000 46
106000 189
107000 33
108000 37
109000 32
110000 33
111000 32
112000 34
113000 31
114000 31
115000 32
116000 36
117000 36
118000 36
119000 36
120000 36
121000 36
122000 36
123000 36
124000 36
125000 36
126000 36
127000 37
128000 37
129000 36
130000 36
131000 36
132000 36
133000 36
134000 36
135000 32
136000 35
137000 32
138000 30
139000 30
140000 35
141000 32
142000 31
143000 34
144000 34
145000 36
146000 36
147000 36
148000 36
149000 36
150000 37
151000 35
152000 36
153000 36
154000 36
155000 37
156000 36
157000 36
158000 36
159000 36
160000 36
161000 46
162000 39
163000 47
164000 48
165000 47
166000 47
167000 47
168000 46
169000 46
170000 46
171000 49
172000 46
173000 46
174000 46
175000 47
176000 48
177000 47
178000 47
179000 46
180000 46
181000 48
182000 36
183000 36
184000 36
185000 36
186000 36
187000 36
188000 36
189000 36
190000 36
191000 37
192000 36
193000 36
194000 37
195000 36
196000 36
197000 36
198000 36
199000 35
200000 36
