1 69
1000 242
2000 225
3000 260
4000 241
5000 257
6000 265
7000 264
8000 269
9000 273
10000 280
11000 297
12000 382
13000 359
14000 316
15000 313
16000 306
17000 319
18000 313
19000 342
20000 350
21000 327
22000 352
23000 398
24000 346
25000 376
26000 336
27000 335
28000 337
29000 346
30000 348
31000 341
32000 344
33000 346
34000 346
35000 372
36000 352
37000 354
38000 353
39000 357
40000 357
41000 358
42000 395
43000 361
44000 361
45000 364
46000 365
47000 372
48000 368
49000 376
50000 378
51000 372
52000 434
53000 375
54000 375
55000 374
56000 396
57000 377
58000 379
59000 381
60000 384
61000 392
62000 383
63000 399
64000 386
65000 388
66000 388
67000 385
68000 385
69000 394
70000 446
71000 391
72000 390
73000 397
74000 402
75000 404
76000 481
77000 401
78000 500
79000 394
80000 396
81000 403
82000 585
83000 691
84000 431
85000 677
86000 464
87000 441
88000 461
89000 404
90000 415
91000 420
92000 415
93000 408
94000 416
95000 409
96000 413
97000 410
98000 409
99000 413
100000 401
101000 412
102000 412
103000 412
104000 413
105000 417
106000 421
107000 417
108000 419
109000 424
110000 420
111000 422
112000 417
113000 422
114000 434
115000 462
116000 430
117000 429
118000 431
119000 433
120000 434
121000 471
122000 448
123000 448
124000 453
125000 450
126000 448
127000 446
128000 456
129000 456
130000 450
131000 418
132000 452
133000 450
134000 447
135000 483
136000 451
137000 450
138000 452
139000 423
140000 457
141000 466
142000 466
143000 468
144000 469
145000 454
146000 463
147000 454
148000 458
149000 469
150000 467
151000 466
152000 559
153000 461
154000 455
155000 472
156000 465
157000 473
158000 467
159000 475
160000 481
161000 465
162000 498
163000 471
164000 493
165000 482
166000 485
167000 482
168000 487
169000 631
170000 477
171000 469
172000 449
173000 478
174000 496
175000 491
176000 477
177000 479
178000 468
179000 481
180000 481
181000 508
182000 489
183000 458
184000 489
185000 536
186000 494
187000 538
188000 434
189000 491
190000 516
191000 521
192000 556
193000 447
194000 526
195000 492
196000 556
197000 548
198000 471
199000 546
200000 582
