1 92
1000 231
2000 380
3000 824
4000 1429
5000 2136
6000 3522
7000 4516
8000 5568
9000 7087
10000 8717
11000 11665
12000 12474
13000 14734
14000 17049
15000 20729
16000 24564
17000 26163
18000 29196
19000 32632
20000 37819
21000 37643
22000 40886
23000 46533
24000 49334
25000 62715
26000 58970
27000 65140
28000 68397
29000 71759
30000 79017
31000 81402
32000 89886
33000 92959
34000 107354
35000 113097
36000 108733
37000 118280
38000 125609
39000 132634
40000 139138
41000 147530
42000 152433
43000 160367
44000 167946
45000 178979
46000 182102
47000 189344
48000 198916
49000 208053
50000 216220
51000 224279
52000 234751
53000 245362
54000 249788
55000 258686
56000 270302
57000 277990
58000 282797
59000 301363
60000 303105
61000 313626
62000 327260
63000 330951
64000 337080
65000 343307
66000 355821
67000 371411
68000 380035
69000 379355
70000 391439
71000 401924
72000 404615
73000 413381
74000 419562
75000 436036
76000 449830
77000 448476
78000 458321
79000 463169
80000 469770
81000 488590
82000 497833
83000 505513
84000 512316
85000 523655
86000 530489
87000 535077
88000 548516
89000 566857
90000 568506
91000 575365
92000 582017
93000 584863
94000 599737
95000 607584
96000 611513
97000 635817
98000 627125
99000 645543
100000 659029
101000 664423
102000 669165
103000 682743
104000 686269
105000 700338
106000 697594
107000 709067
108000 717156
109000 730434
110000 740496
111000 762186
112000 751195
113000 765235
114000 788992
115000 797485
116000 797562
117000 804599
118000 824987
119000 820311
120000 848560
121000 837326
122000 839666
123000 854948
124000 872659
125000 854655
126000 883951
127000 885526
128000 914926
129000 908740
130000 926731
131000 915654
132000 944005
133000 932186
134000 968879
135000 961220
136000 962333
137000 949902
138000 974325
139000 988684
140000 1015352
141000 1008824
142000 1033644
143000 1040816
144000 1064845
145000 1056258
146000 1065632
147000 1081641
148000 1013853
149000 1086745
150000 1116805
151000 1115314
152000 1120877
153000 1178272
154000 1145391
155000 1155771
156000 1180624
157000 1187791
158000 1174958
159000 1171780
160000 1226948
161000 1219131
162000 1225216
163000 1247279
164000 1241816
165000 1265970
166000 1277902
167000 1293341
168000 1204077
169000 1297670
170000 1334237
171000 1329962
172000 1331212
173000 1325811
174000 1365107
175000 1366276
176000 1380841
177000 1368324
178000 1385831
179000 1439830
180000 1431480
181000 1449943
182000 1429416
183000 1476990
184000 1492777
185000 1419219
186000 1475573
187000 1497773
188000 1505222
189000 1513549
190000 1531192
191000 1554406
192000 1575547
193000 1526107
194000 1593350
195000 1620708
196000 1602262
197000 1616792
198000 1648486
199000 1682835
200000 1477346
