1 76
1000 372
2000 196
3000 199
4000 220
5000 197
6000 207
7000 204
8000 219
9000 210
10000 217
11000 211
12000 217
13000 227
14000 234
15000 226
16000 238
17000 244
18000 237
19000 225
20000 238
21000 235
22000 282
23000 246
24000 233
25000 250
26000 251
27000 245
28000 261
29000 248
30000 252
31000 251
32000 255
33000 260
34000 228
35000 296
36000 268
37000 263
38000 265
39000 264
40000 263
41000 274
42000 276
43000 267
44000 264
45000 271
46000 270
47000 269
48000 269
49000 271
50000 272
51000 283
52000 278
53000 285
54000 283
55000 283
56000 276
57000 278
58000 283
59000 292
60000 278
61000 280
62000 290
63000 273
64000 282
65000 288
66000 293
67000 280
68000 281
69000 289
70000 290
71000 316
72000 282
73000 341
74000 288
75000 284
76000 295
77000 322
78000 292
79000 287
80000 292
81000 292
82000 289
83000 308
84000 337
85000 314
86000 291
87000 303
88000 302
89000 363
90000 304
91000 300
92000 305
93000 381
94000 301
95000 309
96000 321
97000 282
98000 305
99000 308
100000 305
101000 303
102000 307
103000 308
104000 395
105000 317
106000 319
107000 307
108000 316
109000 311
110000 302
111000 315
112000 326
113000 313
114000 312
115000 317
116000 315
117000 324
118000 320
119000 332
120000 331
121000 309
122000 322
123000 337
124000 339
125000 337
126000 340
127000 344
128000 339
129000 332
130000 406
131000 316
132000 354
133000 341
134000 331
135000 432
136000 347
137000 348
138000 353
139000 341
140000 306
141000 344
142000 352
143000 344
144000 365
145000 338
146000 344
147000 352
148000 365
149000 345
150000 492
151000 339
152000 351
153000 350
154000 347
155000 393
156000 361
157000 334
158000 351
159000 368
160000 356
161000 360
162000 521
163000 362
164000 307
165000 356
166000 393
167000 350
168000 382
169000 579
170000 349
171000 330
172000 433
173000 354
174000 401
175000 367
176000 479
177000 314
178000 410
179000 359
180000 407
181000 372
182000 368
183000 313
184000 449
185000 439
186000 471
187000 429
188000 408
189000 334
190000 524
191000 375
192000 374
193000 426
194000 472
195000 363
196000 433
197000 389
198000 535
199000 504
200000 340
